# Pareto front solutions
# Objectives: fi_mse, spikes_outside_penalty, pot_mean_mse, delay_penalty

# Solution 1, losses: [ 153.06131923    0.         6203.84214256    6.75264   ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	1.642447856914482
tRC	1.3587032391932488
Vrest	-57.85191446824861
EL	-63.37936140209831
Ew	-63.37936140209831
Vreset	-55.52868435178726
VTdelta	3.6348343090383852
VT	-51.89385004274888
Del	5.229599380676678
tau_w	162.45382757780953
a	0.9192239428661149
b	15.500008531852057

# Solution 2, losses: [2.67756757e+02 0.00000000e+00 8.57724738e+03 4.74016000e+00]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	1.5888955843991546
tRC	1.1804390150635056
Vrest	-57.83900385479563
EL	-69.32906505303643
Ew	-69.32906505303643
Vreset	-54.94299921974494
VTdelta	3.6408179223898904
VT	-51.30218129735505
Del	2.8119683265658644
tau_w	161.69569251633303
a	0.8679600551217808
b	15.606390319322882

# Solution 3, losses: [1209.81894591 1300.         2412.80959295    0.        ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	1.6016897027205563
tRC	23.946364014767124
Vrest	-74.06396274618
EL	-61.485873257490795
Ew	-61.485873257490795
Vreset	-55.102964184918186
VTdelta	5.116738396182589
VT	-49.986225788735595
Del	3.102551378841616
tau_w	271.0715065825603
a	1.1191433779436222
b	20.628852809329583

# Solution 4, losses: [4762.58596039    0.           39.68782114 1646.38496   ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	0.10522335873365278
tRC	8.332713313474274
Vrest	-61.587511706127394
EL	-62.233725861109
Ew	-62.233725861109
Vreset	-50.76922332778119
VTdelta	6.755163313928251
VT	-44.01406001385294
Del	5.983817627577424
tau_w	294.2697662940928
a	2.742167937922779
b	195.13778288034487

# Solution 5, losses: [1284.04769951 1300.         1883.06089853    0.        ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	1.4648022239273504
tRC	23.946364014767124
Vrest	-74.14378717711791
EL	-61.34213991767102
Ew	-61.34213991767102
Vreset	-55.102964184918186
VTdelta	5.653628133384335
VT	-49.44933605153385
Del	3.102551378841616
tau_w	271.0715065825603
a	1.11921024114872
b	20.628852809329583

# Solution 6, losses: [5059.02250451    0.          211.41728191    0.        ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	0.05238916657367848
tRC	23.946364014767124
Vrest	-72.0018869164657
EL	-69.60201894878183
Ew	-69.60201894878183
Vreset	-52.09795592161777
VTdelta	7.262397497969799
VT	-44.83555842364797
Del	5.967853269605802
tau_w	266.9568624703511
a	3.5541361139314676
b	88.93481363960558

# Solution 7, losses: [4496.03246826    0.           80.23960245  815.96832   ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	0.13160305787765392
tRC	8.364113790860294
Vrest	-61.43715912052308
EL	-63.57507539837551
Ew	-63.57507539837551
Vreset	-52.05002263965209
VTdelta	3.6355517790854552
VT	-48.41447086056664
Del	5.229599380676678
tau_w	161.43803683497208
a	0.7952384821540142
b	187.84024295806947

# Solution 8, losses: [2.77718660e+02 0.00000000e+00 7.91924251e+03 5.12256000e+00]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	1.4526427523682597
tRC	1.181799376830416
Vrest	-57.83900385479563
EL	-69.26348682139918
Ew	-69.26348682139918
Vreset	-55.5703804272958
VTdelta	3.6408179223898904
VT	-51.92956250490591
Del	2.708770914669426
tau_w	161.6618494226132
a	0.8672571714594458
b	15.606390319322882

# Solution 9, losses: [321.42253873   0.         552.84840196 118.52768   ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	1.612864254542541
tRC	9.11949440983664
Vrest	-61.65089535667446
EL	-63.40094260244646
Ew	-63.40094260244646
Vreset	-56.029404462951184
VTdelta	3.6348343090383852
VT	-52.3945701539128
Del	5.229599380676678
tau_w	166.4320462285472
a	2.8379481227691166
b	11.509238553976846

# Solution 10, losses: [ 153.06131923    0.         5950.35929061    7.50528   ]
dt	0.04
T	600.0
delay	200.0
slope_time	2.0
Vthres	0.0
Tref	2.0
R	1.5888087197274605
tRC	1.3573428774823115
Vrest	-57.85191446824861
EL	-63.2467526677025
Ew	-63.2467526677025
Vreset	-54.9013031442364
VTdelta	3.6348343090383852
VT	-51.26646883519802
Del	5.419781512614017
tau_w	162.48767067152934
a	0.9199268265284498
b	15.500008531852057
